Clapeyron Database File,,,,,
modified UNIFAC 2.0 (Dortmund) Unlike Parameters [csvtype = unlike,grouptype = UNIFACDortmund],,,,
CH3CN~|~CH2CN,CH=-C~|~C=-C,-46.889984,-0.42435652,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,DMSO,-116.935356,-0.038283214,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,ACRY,190.47266,0.08882245,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,CL-(C=C),-13.2521,0.19565268,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,ACF,67.581955,0.82730734,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,DMF~|~HCON(..,-75.957146,-0.2502102,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,CF3~|~CF2~|~CF,-147.06786,0.1382418,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,COO,-32.219032,-0.087645665,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,CY-CH2~|~CY-CH~|~CY-C,88.00946,-0.6835943,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,THF~|~CY-CH2O~|~TRIOXAN,-61.306488,-0.16386178,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,HCOOH,-15.480489,-0.6031254,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,CHCL3,-230.42752,0.20106755,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,NMP~|~NEP~|~NIPP~|~NTBP,-26.026476,0.29341424,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,CONH2~|~CONHCH3~|~CONHCH2,340.9663,0.021063762,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,-160.42172,0.1310962,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,HCONHCH3~|~HCONHCH2,57.691635,-0.076621175,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,AC2H2S~|~AC2HS~|~AC2S,-180.959,0.73196477,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,-65.84878,-0.5514374,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,-93.148834,-0.13545585,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,(CH2)2SU~|~CH2SUCH,61.65075,0.42520946,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,CH3S~|~CH2S~|~CHS,-55.304413,-0.18084085,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,C3H2N2+~|~C3H3N2+,-135.72954,0.2840134,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,BTI-,64.52854,0.03462869,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,C4H8N+,-151.84229,0.005037479,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,BF4-,129.21692,0.4657002,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,C5H5N+~|~C5H4N+,-188.74306,-0.32953274,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,OTF-,80.93381,0.14210771,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,-S-S-,-66.311584,-0.9319146,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,SO4~|~HSO4,-271.95303,-1.5717251,0,10.48550/arXiv.2412.12962
CH3CN~|~CH2CN,PF6,40.005226,0.024574079,0,10.48550/arXiv.2412.12962
COOH,CH3~|~CH2~|~CH~|~C,98.79604,0.5313581,0,10.48550/arXiv.2412.12962
COOH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-12.246601,0.26392597,0,10.48550/arXiv.2412.12962
COOH,ACH~|~AC,-98.87089,0.36445847,0,10.48550/arXiv.2412.12962
COOH,ACCH3~|~ACCH2~|~ACCH,158.82579,0.20002435,0,10.48550/arXiv.2412.12962
COOH,OH (P)~|~OH (S)~|~OH (T),218.17429,-0.97757953,0,10.48550/arXiv.2412.12962
COOH,CH3OH,349.81873,-1.0583194,0,10.48550/arXiv.2412.12962
COOH,H2O,-167.59947,-0.35035032,0,10.48550/arXiv.2412.12962
COOH,ACOH,-32.628777,-0.27551922,0,10.48550/arXiv.2412.12962
COOH,CH3CO~|~CH2CO,-223.40247,0.243824,0,10.48550/arXiv.2412.12962
COOH,HCO,-102.11565,0.3388729,0,10.48550/arXiv.2412.12962
COOH,CH3COO~|~CH2COO,-133.6922,0.3661428,0,10.48550/arXiv.2412.12962
COOH,HCOO,127.27921,0.38922507,0,10.48550/arXiv.2412.12962
COOH,CH3O~|~CH2O~|~CHO,-287.76816,0.14209343,0,10.48550/arXiv.2412.12962
COOH,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,-231.25151,0.3268016,0,10.48550/arXiv.2412.12962
COOH,CH3NH~|~CH2NH~|~CHNH,-57.33856,0.23500943,0,10.48550/arXiv.2412.12962
COOH,CH3N~|~CH2N,-219.68962,0.013114832,0,10.48550/arXiv.2412.12962
COOH,ACNH2,12.9326515,-0.64692664,0,10.48550/arXiv.2412.12962
COOH,AC2H2N~|~AC2HN~|~AC2N,-386.13367,-0.6056757,0,10.48550/arXiv.2412.12962
COOH,CH3CN~|~CH2CN,-77.58802,0.42746055,0,10.48550/arXiv.2412.12962
COOH,CH2CL~|~CHCL~|~CCL,-88.41873,0.62849826,0,10.48550/arXiv.2412.12962
COOH,CH2CL2~|~CHCL2~|~CCL2,-130.43732,0.562105,0,10.48550/arXiv.2412.12962
COOH,CCL3,-5.1239996,0.30000055,0,10.48550/arXiv.2412.12962
COOH,CCL4,0.74207807,0.50714433,0,10.48550/arXiv.2412.12962
COOH,ACCL,65.3265,-0.3566481,0,10.48550/arXiv.2412.12962
COOH,CH3NO2~|~CH2NO2~|~CHNO2,-117.45525,0.08021356,0,10.48550/arXiv.2412.12962
COOH,ACNO2,125.29517,0.01244588,0,10.48550/arXiv.2412.12962
COOH,CS2,375.9285,0.24920715,0,10.48550/arXiv.2412.12962
COOH,CH3SH~|~CH2SH,-25.109804,0.24871942,0,10.48550/arXiv.2412.12962
COOH,FURFURAL,36.26689,-0.46197256,0,10.48550/arXiv.2412.12962
COOH,DOH,30.400677,-0.29788965,0,10.48550/arXiv.2412.12962
COOH,I,155.72482,0.30223584,0,10.48550/arXiv.2412.12962
COOH,BR,-244.18631,0.8340599,0,10.48550/arXiv.2412.12962
COOH,CH=-C~|~C=-C,-137.9276,0.249276,0,10.48550/arXiv.2412.12962
COOH,DMSO,-336.06335,-0.31702352,0,10.48550/arXiv.2412.12962
COOH,ACRY,81.477264,0.32399788,0,10.48550/arXiv.2412.12962
COOH,CL-(C=C),-27.812634,0.21810277,0,10.48550/arXiv.2412.12962
COOH,ACF,-74.392624,0.106410965,0,10.48550/arXiv.2412.12962
COOH,DMF~|~HCON(..,-241.7955,-0.46626255,0,10.48550/arXiv.2412.12962
COOH,CF3~|~CF2~|~CF,-99.35069,0.3751483,0,10.48550/arXiv.2412.12962
COOH,COO,-128.04068,0.4016618,0,10.48550/arXiv.2412.12962
COOH,CY-CH2~|~CY-CH~|~CY-C,30.663914,0.6164606,0,10.48550/arXiv.2412.12962
COOH,THF~|~CY-CH2O~|~TRIOXAN,-128.0182,-0.0177026,0,10.48550/arXiv.2412.12962
COOH,HCOOH,-45.689407,0.24337246,0,10.48550/arXiv.2412.12962
COOH,CHCL3,-215.82556,0.40532905,0,10.48550/arXiv.2412.12962
COOH,NMP~|~NEP~|~NIPP~|~NTBP,-260.8753,-0.5105485,0,10.48550/arXiv.2412.12962
COOH,CONH2~|~CONHCH3~|~CONHCH2,88.64051,-0.082912475,0,10.48550/arXiv.2412.12962
COOH,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,-411.01294,-0.1203387,0,10.48550/arXiv.2412.12962
COOH,HCONHCH3~|~HCONHCH2,-49.581127,-0.3656125,0,10.48550/arXiv.2412.12962
COOH,AC2H2S~|~AC2HS~|~AC2S,-175.06285,0.1062426,0,10.48550/arXiv.2412.12962
COOH,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,-178.15,0.48050016,0,10.48550/arXiv.2412.12962
COOH,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,-156.73529,0.3784077,0,10.48550/arXiv.2412.12962
COOH,(CH2)2SU~|~CH2SUCH,26.087326,-0.25075975,0,10.48550/arXiv.2412.12962
COOH,CH3S~|~CH2S~|~CHS,-250.72354,0.47800708,0,10.48550/arXiv.2412.12962
COOH,C3H2N2+~|~C3H3N2+,-124.60974,-0.70466983,0,10.48550/arXiv.2412.12962
COOH,BTI-,47.546272,-0.22983792,0,10.48550/arXiv.2412.12962
COOH,C4H8N+,-137.3456,-0.630465,0,10.48550/arXiv.2412.12962
COOH,BF4-,-203.15955,0.2830717,0,10.48550/arXiv.2412.12962
COOH,C5H5N+~|~C5H4N+,-12.364521,-0.052355595,0,10.48550/arXiv.2412.12962
COOH,OTF-,-164.67216,-0.88099676,0,10.48550/arXiv.2412.12962
COOH,-S-S-,-165.33647,0.83172905,0,10.48550/arXiv.2412.12962
COOH,SO4~|~HSO4,-233.99568,-0.63094145,0,10.48550/arXiv.2412.12962
COOH,PF6,-73.777214,-0.9079897,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3~|~CH2~|~CH~|~C,2.8760006,-0.38252893,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-24.853474,-0.2951378,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,ACH~|~AC,-31.511757,-0.009704695,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,ACCH3~|~ACCH2~|~ACCH,-2.128233,-0.24806806,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,OH (P)~|~OH (S)~|~OH (T),1196.9985,-1.4891284,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3OH,1012.5486,-0.80162156,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,H2O,227.93298,-0.10556778,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,ACOH,664.9108,-0.24357639,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3CO~|~CH2CO,112.01286,0.22396718,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,HCO,414.68835,-0.15425889,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3COO~|~CH2COO,98.73466,0.11441078,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,HCOO,293.55856,-0.08877615,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3O~|~CH2O~|~CHO,-47.57372,0.16569328,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,368.51196,0.2727304,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3NH~|~CH2NH~|~CHNH,276.72592,-0.035246134,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3N~|~CH2N,11.39861,0.26488066,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,ACNH2,936.8445,-0.37948936,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,AC2H2N~|~AC2HN~|~AC2N,178.75948,-0.3307005,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3CN~|~CH2CN,308.13962,0.08632668,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,COOH,488.51135,0.153054,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH2CL2~|~CHCL2~|~CCL2,-13.308572,-0.08152768,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CCL3,-9.065532,-0.13388252,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CCL4,-0.7638762,0.049246836,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,ACCL,102.75798,-0.106357105,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3NO2~|~CH2NO2~|~CHNO2,131.3512,-0.3010022,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,ACNO2,431.42245,0.26097006,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CS2,197.37245,0.22228278,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3SH~|~CH2SH,71.130264,0.047536496,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,FURFURAL,400.0955,-0.112516604,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,DOH,391.12177,-0.019121146,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,I,228.39537,-0.29056823,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,BR,-18.253378,-0.04004704,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH=-C~|~C=-C,115.02844,-0.09711724,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,DMSO,20.469135,-0.06742479,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,ACRY,274.89984,0.38258335,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CL-(C=C),-31.666264,0.101141974,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,ACF,23.927494,0.34837604,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,DMF~|~HCON(..,49.207653,0.23999469,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CF3~|~CF2~|~CF,250.50558,-0.58458644,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,COO,278.08405,-0.56869936,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CY-CH2~|~CY-CH~|~CY-C,7.916836,-0.43443644,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,THF~|~CY-CH2O~|~TRIOXAN,-11.312332,0.03593596,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,HCOOH,449.42847,0.223009,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CHCL3,-14.218341,-0.015771428,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,NMP~|~NEP~|~NIPP~|~NTBP,53.524582,0.22135931,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CONH2~|~CONHCH3~|~CONHCH2,648.1162,0.50727516,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,107.59831,0.3988432,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,HCONHCH3~|~HCONHCH2,84.64569,0.26835376,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,AC2H2S~|~AC2HS~|~AC2S,-55.053955,0.11413634,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,-36.156757,-0.020796614,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,48.84873,0.007219478,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,(CH2)2SU~|~CH2SUCH,203.09851,0.16074556,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,CH3S~|~CH2S~|~CHS,-10.72886,0.15291746,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,C3H2N2+~|~C3H3N2+,10.050416,0.21251,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,BTI-,132.37576,0.33109695,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,C4H8N+,-143.76494,0.09765146,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,BF4-,321.67773,0.1872345,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,C5H5N+~|~C5H4N+,-96.512726,0.056565747,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,OTF-,297.75778,0.34364074,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,-S-S-,76.08707,-0.69095635,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,SO4~|~HSO4,-86.39589,-0.5709438,0,10.48550/arXiv.2412.12962
CH2CL~|~CHCL~|~CCL,PF6,202.91862,0.1848902,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3~|~CH2~|~CH~|~C,-43.29948,-0.16572627,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-3.576861,-0.08029726,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,ACH~|~AC,-43.064316,0.08683705,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,ACCH3~|~ACCH2~|~ACCH,15.471727,-0.17473309,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,OH (P)~|~OH (S)~|~OH (T),874.3637,-0.15837245,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3OH,899.6942,-0.09254041,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,H2O,228.35028,0.18721336,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,ACOH,589.3499,0.024634799,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3CO~|~CH2CO,30.082508,0.4463402,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,HCO,386.55664,0.37252083,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3COO~|~CH2COO,-85.512856,0.61810666,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,HCOO,177.64001,0.27351522,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3O~|~CH2O~|~CHO,-79.76973,0.45720822,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,282.54932,0.40164062,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3NH~|~CH2NH~|~CHNH,270.24365,0.23170923,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3N~|~CH2N,-206.94135,0.16387635,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,ACNH2,612.6262,0.031001922,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,AC2H2N~|~AC2HN~|~AC2N,53.822975,-0.3410318,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3CN~|~CH2CN,199.51323,0.3564399,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,COOH,612.00446,0.4907969,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH2CL~|~CHCL~|~CCL,-22.730104,0.21005042,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CCL3,-12.997079,-0.079709865,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CCL4,3.2547162,0.032807287,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,ACCL,91.30657,-0.16959348,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3NO2~|~CH2NO2~|~CHNO2,52.655518,0.2220509,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,ACNO2,319.8592,0.40135777,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CS2,132.52513,-0.069307074,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3SH~|~CH2SH,10.268325,0.25406954,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,FURFURAL,243.24466,0.5112865,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,DOH,345.69888,0.2337016,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,I,160.66199,0.1343259,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,BR,-74.224976,0.02925977,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH=-C~|~C=-C,118.60097,0.26793343,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,DMSO,-103.45526,0.20719142,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,ACRY,125.91661,0.58350044,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CL-(C=C),-48.871063,0.045416083,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,ACF,-143.18553,0.10966213,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,DMF~|~HCON(..,-1.8168955,0.56153584,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CF3~|~CF2~|~CF,58.01682,-0.495133,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,COO,132.68886,-0.25422236,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CY-CH2~|~CY-CH~|~CY-C,-85.092545,-0.19138186,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,THF~|~CY-CH2O~|~TRIOXAN,49.467564,0.31218794,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,HCOOH,480.79068,0.40887675,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CHCL3,-20.730492,-0.027038723,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,NMP~|~NEP~|~NIPP~|~NTBP,-97.41584,0.4464452,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CONH2~|~CONHCH3~|~CONHCH2,498.3192,0.3436571,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,24.994947,0.5545383,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,HCONHCH3~|~HCONHCH2,128.30684,0.15286118,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,AC2H2S~|~AC2HS~|~AC2S,-52.52414,0.15659876,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,1.001525,0.29061234,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,36.255783,0.07468592,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,(CH2)2SU~|~CH2SUCH,45.865067,0.33619192,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,CH3S~|~CH2S~|~CHS,-101.246254,0.2600186,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,C3H2N2+~|~C3H3N2+,-54.35337,0.6682896,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,BTI-,88.80087,0.27617145,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,C4H8N+,-183.51334,0.25127208,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,BF4-,227.81741,-0.32895216,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,C5H5N+~|~C5H4N+,-61.06264,0.107233435,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,OTF-,188.3876,0.37919098,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,-S-S-,56.465183,-0.057718337,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,SO4~|~HSO4,-66.859856,0.4989107,0,10.48550/arXiv.2412.12962
CH2CL2~|~CHCL2~|~CCL2,PF6,95.08063,0.35878798,0,10.48550/arXiv.2412.12962
CCL3,CH3~|~CH2~|~CH~|~C,-25.737913,-0.2624005,0,10.48550/arXiv.2412.12962
CCL3,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-23.509905,-0.1131289,0,10.48550/arXiv.2412.12962
CCL3,ACH~|~AC,-20.398571,-0.004900777,0,10.48550/arXiv.2412.12962
CCL3,ACCH3~|~ACCH2~|~ACCH,-18.721865,-0.20553163,0,10.48550/arXiv.2412.12962
CCL3,OH (P)~|~OH (S)~|~OH (T),970.62646,-0.29703754,0,10.48550/arXiv.2412.12962
CCL3,CH3OH,849.77966,-0.16780747,0,10.48550/arXiv.2412.12962
CCL3,H2O,330.79218,0.003113554,0,10.48550/arXiv.2412.12962
CCL3,ACOH,592.8354,0.12645496,0,10.48550/arXiv.2412.12962
CCL3,CH3CO~|~CH2CO,59.457703,0.04104839,0,10.48550/arXiv.2412.12962
CCL3,HCO,333.76877,0.10968223,0,10.48550/arXiv.2412.12962
CCL3,CH3COO~|~CH2COO,126.89555,-0.08966116,0,10.48550/arXiv.2412.12962
CCL3,HCOO,177.00995,-0.1053848,0,10.48550/arXiv.2412.12962
CCL3,CH3O~|~CH2O~|~CHO,56.967426,-0.002908364,0,10.48550/arXiv.2412.12962
CCL3,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,254.93954,0.092659034,0,10.48550/arXiv.2412.12962
CCL3,CH3NH~|~CH2NH~|~CHNH,251.30984,0.003725678,0,10.48550/arXiv.2412.12962
CCL3,CH3N~|~CH2N,-45.97728,0.10103802,0,10.48550/arXiv.2412.12962
CCL3,ACNH2,638.5477,-0.100652784,0,10.48550/arXiv.2412.12962
CCL3,AC2H2N~|~AC2HN~|~AC2N,167.0586,-0.004554147,0,10.48550/arXiv.2412.12962
CCL3,CH3CN~|~CH2CN,199.23834,0.06981124,0,10.48550/arXiv.2412.12962
CCL3,COOH,431.23203,0.4259579,0,10.48550/arXiv.2412.12962
CCL3,CH2CL~|~CHCL~|~CCL,41.672825,-0.08344604,0,10.48550/arXiv.2412.12962
CCL3,CH2CL2~|~CHCL2~|~CCL2,26.83709,-0.039939668,0,10.48550/arXiv.2412.12962
CCL3,CCL4,24.274405,-0.00755916,0,10.48550/arXiv.2412.12962
CCL3,ACCL,102.57702,-0.37576067,0,10.48550/arXiv.2412.12962
CCL3,CH3NO2~|~CH2NO2~|~CHNO2,40.53147,0.056016088,0,10.48550/arXiv.2412.12962
CCL3,ACNO2,324.11807,0.181616,0,10.48550/arXiv.2412.12962
CCL3,CS2,143.37863,-0.019697038,0,10.48550/arXiv.2412.12962
CCL3,CH3SH~|~CH2SH,74.63408,-0.024310496,0,10.48550/arXiv.2412.12962
CCL3,FURFURAL,342.15686,0.053740453,0,10.48550/arXiv.2412.12962
