Clapeyron Database File,,,
original UNIFAC 2.0 Unlike Parameters [csvtype = unlike,grouptype = originalUNIFAC],,
CH3CN~|~CH2CN,SIH2O~|~SIHO~|~SIO,-4.5534225,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,NMP,-27.395721,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,14.527668,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,53.854977,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,C2H5O2~|~C2H4O2,77.29314,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,CH3S~|~CH2S~|~CHS,-70.60794,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,MORPH,-28.682205,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,C4H4S~|~C4H3S~|~C4H2S,-29.651573,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,NCO,-27.967735,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,CH2SuCH2~|~CH2SuCH,36.416737,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,IMIDAZOL,-39.53157,10.1016/j.cej.2024.158667
CH3CN~|~CH2CN,BTI,-102.569954,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3~|~CH2~|~CH~|~C,168.72636,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,145.5463,10.1016/j.cej.2024.158667
COOH~|~HCOOH,ACH~|~AC,115.63781,10.1016/j.cej.2024.158667
COOH~|~HCOOH,ACCH3~|~ACCH2~|~ACCH,158.23651,10.1016/j.cej.2024.158667
COOH~|~HCOOH,OH,-128.54982,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3OH,-58.23828,10.1016/j.cej.2024.158667
COOH~|~HCOOH,H2O,-302.2765,10.1016/j.cej.2024.158667
COOH~|~HCOOH,ACOH,40.41942,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3CO~|~CH2CO,-132.98248,10.1016/j.cej.2024.158667
COOH~|~HCOOH,HCO,-34.203835,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3COO~|~CH2COO,-73.11819,10.1016/j.cej.2024.158667
COOH~|~HCOOH,HCOO,-213.27783,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3O~|~CH2O~|~CHO~|~THF,-167.45667,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3NH2~|~CH2NH2~|~CHNH2,-96.50031,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3NH~|~CH2NH~|~CHNH,-159.71945,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3N~|~CH2N,-147.95918,10.1016/j.cej.2024.158667
COOH~|~HCOOH,ACNH2,-370.1376,10.1016/j.cej.2024.158667
COOH~|~HCOOH,C5H5N~|~C5H4N~|~C5H3N,-31.28679,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3CN~|~CH2CN,-65.70044,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH2CL~|~CHCL~|~CCL,140.82687,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH2CL2~|~CHCL2~|~CCL2,180.09315,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CHCL3~|~CCL3,235.5519,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CCL4,166.66832,10.1016/j.cej.2024.158667
COOH~|~HCOOH,ACCL,255.178,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3NO2~|~CH2NO2~|~CHNO2,-40.5502,10.1016/j.cej.2024.158667
COOH~|~HCOOH,ACNO2,-78.65427,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CS2,342.75824,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3SH~|~CH2SH,49.922333,10.1016/j.cej.2024.158667
COOH~|~HCOOH,FURFURAL,-73.65052,10.1016/j.cej.2024.158667
COOH~|~HCOOH,DOH,-174.40671,10.1016/j.cej.2024.158667
COOH~|~HCOOH,I,142.89816,10.1016/j.cej.2024.158667
COOH~|~HCOOH,BR,160.6376,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH=-C~|~C=-C,-3.1131744,10.1016/j.cej.2024.158667
COOH~|~HCOOH,DMSO,-225.75534,10.1016/j.cej.2024.158667
COOH~|~HCOOH,ACRY,80.07966,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CL-(C=C),296.34457,10.1016/j.cej.2024.158667
COOH~|~HCOOH,ACF,70.271065,10.1016/j.cej.2024.158667
COOH~|~HCOOH,DMF~|~HCON(..,-299.63428,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CF3~|~CF2~|~CF,193.73946,10.1016/j.cej.2024.158667
COOH~|~HCOOH,COO,-24.17741,10.1016/j.cej.2024.158667
COOH~|~HCOOH,SIH3~|~SIH2~|~SIH~|~SI,129.40218,10.1016/j.cej.2024.158667
COOH~|~HCOOH,SIH2O~|~SIHO~|~SIO,-1.3706682,10.1016/j.cej.2024.158667
COOH~|~HCOOH,NMP,-201.34431,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,116.41812,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,-383.6511,10.1016/j.cej.2024.158667
COOH~|~HCOOH,C2H5O2~|~C2H4O2,-248.21103,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH3S~|~CH2S~|~CHS,-212.15349,10.1016/j.cej.2024.158667
COOH~|~HCOOH,MORPH,-36.57408,10.1016/j.cej.2024.158667
COOH~|~HCOOH,C4H4S~|~C4H3S~|~C4H2S,66.10384,10.1016/j.cej.2024.158667
COOH~|~HCOOH,NCO,-105.9877,10.1016/j.cej.2024.158667
COOH~|~HCOOH,CH2SuCH2~|~CH2SuCH,-260.9687,10.1016/j.cej.2024.158667
COOH~|~HCOOH,IMIDAZOL,-122.02356,10.1016/j.cej.2024.158667
COOH~|~HCOOH,BTI,-55.077015,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3~|~CH2~|~CH~|~C,-37.09134,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-65.04699,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,ACH~|~AC,-57.458313,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,ACCH3~|~ACCH2~|~ACCH,-42.26204,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,OH,431.9081,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3OH,464.8549,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,H2O,572.60443,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,ACOH,831.12244,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3CO~|~CH2CO,148.01915,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,HCO,140.6671,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3COO~|~CH2COO,82.706635,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,HCOO,150.577,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3O~|~CH2O~|~CHO~|~THF,-26.429224,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3NH2~|~CH2NH2~|~CHNH2,106.64006,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3NH~|~CH2NH~|~CHNH,-42.5491,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3N~|~CH2N,106.73733,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,ACNH2,519.3135,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,C5H5N~|~C5H4N~|~C5H3N,148.62184,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3CN~|~CH2CN,189.51921,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,COOH~|~HCOOH,276.20477,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH2CL2~|~CHCL2~|~CCL2,-6.776871,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CHCL3~|~CCL3,-38.5844,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CCL4,-56.937885,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,ACCL,-20.400915,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3NO2~|~CH2NO2~|~CHNO2,163.72682,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,ACNO2,118.70528,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CS2,2.2108376,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3SH~|~CH2SH,-30.313065,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,FURFURAL,61.101616,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,DOH,395.40897,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,I,57.83089,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,BR,108.173836,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH=-C~|~C=-C,-8.256988,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,DMSO,45.812943,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,ACRY,64.60749,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CL-(C=C),-44.496937,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,ACF,32.15058,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,DMF~|~HCON(..,20.61356,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CF3~|~CF2~|~CF,92.353165,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,COO,372.39307,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,SIH3~|~SIH2~|~SIH~|~SI,-130.69725,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,SIH2O~|~SIHO~|~SIO,57.345184,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,NMP,-1.8364447,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,3.950846,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,249.93599,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,C2H5O2~|~C2H4O2,139.5259,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH3S~|~CH2S~|~CHS,-41.654667,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,MORPH,-19.356464,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,C4H4S~|~C4H3S~|~C4H2S,-12.2769375,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,NCO,152.89166,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,CH2SuCH2~|~CH2SuCH,259.48987,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,IMIDAZOL,115.99196,10.1016/j.cej.2024.158667
CH2CL~|~CHCL~|~CCL,BTI,279.61917,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3~|~CH2~|~CH~|~C,-19.481207,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-63.954567,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,ACH~|~AC,-35.85834,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,ACCH3~|~ACCH2~|~ACCH,-9.267933,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,OH,428.43234,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3OH,457.61823,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,H2O,614.5641,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,ACOH,822.67206,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3CO~|~CH2CO,92.09374,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,HCO,189.46829,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3COO~|~CH2COO,40.7657,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,HCOO,110.88463,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3O~|~CH2O~|~CHO~|~THF,-70.22668,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3NH2~|~CH2NH2~|~CHNH2,119.700806,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3NH~|~CH2NH~|~CHNH,-20.096546,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3N~|~CH2N,115.4962,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,ACNH2,497.7243,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,C5H5N~|~C5H4N~|~C5H3N,120.74318,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3CN~|~CH2CN,198.6286,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,COOH~|~HCOOH,301.2356,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH2CL~|~CHCL~|~CCL,18.661154,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CHCL3~|~CCL3,-9.818945,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CCL4,-33.96316,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,ACCL,40.78953,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3NO2~|~CH2NO2~|~CHNO2,172.02328,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,ACNO2,149.77419,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CS2,62.90876,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3SH~|~CH2SH,19.010986,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,FURFURAL,42.860523,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,DOH,421.74335,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,I,103.873886,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,BR,123.45092,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH=-C~|~C=-C,-33.327747,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,DMSO,60.398544,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,ACRY,66.176636,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CL-(C=C),-7.7538466,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,ACF,68.588036,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,DMF~|~HCON(..,8.429543,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CF3~|~CF2~|~CF,87.63014,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,COO,313.81885,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,SIH3~|~SIH2~|~SIH~|~SI,-132.05077,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,SIH2O~|~SIHO~|~SIO,53.953262,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,NMP,13.885709,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-0.9026489,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,258.08447,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,C2H5O2~|~C2H4O2,157.01396,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH3S~|~CH2S~|~CHS,-35.313164,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,MORPH,-16.692545,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,C4H4S~|~C4H3S~|~C4H2S,9.468506,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,NCO,157.52597,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,CH2SuCH2~|~CH2SuCH,253.69794,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,IMIDAZOL,112.32499,10.1016/j.cej.2024.158667
CH2CL2~|~CHCL2~|~CCL2,BTI,230.21303,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3~|~CH2~|~CH~|~C,7.0737643,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-18.920605,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,ACH~|~AC,-14.978397,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,ACCH3~|~ACCH2~|~ACCH,-3.7387464,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,OH,422.0832,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3OH,439.4784,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,H2O,558.6622,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,ACOH,748.37524,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3CO~|~CH2CO,126.52755,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,HCO,146.87819,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3COO~|~CH2COO,82.82567,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,HCOO,167.88902,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3O~|~CH2O~|~CHO~|~THF,-44.996338,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3NH2~|~CH2NH2~|~CHNH2,111.636215,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3NH~|~CH2NH~|~CHNH,-34.23994,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3N~|~CH2N,125.27466,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,ACNH2,475.42487,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,C5H5N~|~C5H4N~|~C5H3N,131.4337,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3CN~|~CH2CN,221.95602,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,COOH~|~HCOOH,250.35611,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH2CL~|~CHCL~|~CCL,57.871376,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH2CL2~|~CHCL2~|~CCL2,25.907743,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CCL4,-13.003125,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,ACCL,49.273624,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3NO2~|~CH2NO2~|~CHNO2,192.44727,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,ACNO2,152.56125,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CS2,90.197,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3SH~|~CH2SH,32.31507,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,FURFURAL,65.572754,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,DOH,398.94238,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,I,143.39536,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,BR,165.79347,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH=-C~|~C=-C,15.033565,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,DMSO,40.065666,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,ACRY,86.56572,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CL-(C=C),24.258377,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,ACF,55.23531,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,DMF~|~HCON(..,34.716507,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CF3~|~CF2~|~CF,118.66586,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,COO,347.77692,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,SIH3~|~SIH2~|~SIH~|~SI,-129.43823,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,SIH2O~|~SIHO~|~SIO,46.726074,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,NMP,1.9371283,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,8.669822,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,270.0726,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,C2H5O2~|~C2H4O2,115.53786,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH3S~|~CH2S~|~CHS,-41.81507,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,MORPH,-18.10631,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,C4H4S~|~C4H3S~|~C4H2S,17.745514,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,NCO,160.97247,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,CH2SuCH2~|~CH2SuCH,255.71648,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,IMIDAZOL,102.6821,10.1016/j.cej.2024.158667
CHCL3~|~CCL3,BTI,270.83887,10.1016/j.cej.2024.158667
CCL4,CH3~|~CH2~|~CH~|~C,16.860073,10.1016/j.cej.2024.158667
CCL4,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,7.1351376,10.1016/j.cej.2024.158667
CCL4,ACH~|~AC,0.5451737,10.1016/j.cej.2024.158667
CCL4,ACCH3~|~ACCH2~|~ACCH,-5.7609787,10.1016/j.cej.2024.158667
CCL4,OH,764.42413,10.1016/j.cej.2024.158667
CCL4,CH3OH,742.362,10.1016/j.cej.2024.158667
CCL4,H2O,1079.5934,10.1016/j.cej.2024.158667
CCL4,ACOH,1290.2252,10.1016/j.cej.2024.158667
CCL4,CH3CO~|~CH2CO,330.2799,10.1016/j.cej.2024.158667
CCL4,HCO,465.83615,10.1016/j.cej.2024.158667
CCL4,CH3COO~|~CH2COO,215.20941,10.1016/j.cej.2024.158667
CCL4,HCOO,379.8622,10.1016/j.cej.2024.158667
CCL4,CH3O~|~CH2O~|~CHO~|~THF,120.740776,10.1016/j.cej.2024.158667
CCL4,CH3NH2~|~CH2NH2~|~CHNH2,270.33157,10.1016/j.cej.2024.158667
CCL4,CH3NH~|~CH2NH~|~CHNH,136.52533,10.1016/j.cej.2024.158667
CCL4,CH3N~|~CH2N,250.19774,10.1016/j.cej.2024.158667
CCL4,ACNH2,827.1276,10.1016/j.cej.2024.158667
CCL4,C5H5N~|~C5H4N~|~C5H3N,240.49272,10.1016/j.cej.2024.158667
CCL4,CH3CN~|~CH2CN,502.75052,10.1016/j.cej.2024.158667
CCL4,COOH~|~HCOOH,410.22058,10.1016/j.cej.2024.158667
CCL4,CH2CL~|~CHCL~|~CCL,154.2811,10.1016/j.cej.2024.158667
CCL4,CH2CL2~|~CHCL2~|~CCL2,117.72716,10.1016/j.cej.2024.158667
CCL4,CHCL3~|~CCL3,31.296036,10.1016/j.cej.2024.158667
CCL4,ACCL,63.766,10.1016/j.cej.2024.158667
CCL4,CH3NO2~|~CH2NO2~|~CHNO2,422.31586,10.1016/j.cej.2024.158667
CCL4,ACNO2,424.18533,10.1016/j.cej.2024.158667
CCL4,CS2,98.61205,10.1016/j.cej.2024.158667
CCL4,CH3SH~|~CH2SH,106.98279,10.1016/j.cej.2024.158667
CCL4,FURFURAL,200.3032,10.1016/j.cej.2024.158667
CCL4,DOH,744.4309,10.1016/j.cej.2024.158667
CCL4,I,298.96417,10.1016/j.cej.2024.158667
CCL4,BR,345.76654,10.1016/j.cej.2024.158667
CCL4,CH=-C~|~C=-C,152.21521,10.1016/j.cej.2024.158667
CCL4,DMSO,180.21082,10.1016/j.cej.2024.158667
CCL4,ACRY,220.48943,10.1016/j.cej.2024.158667
CCL4,CL-(C=C),22.734734,10.1016/j.cej.2024.158667
CCL4,ACF,76.50971,10.1016/j.cej.2024.158667
CCL4,DMF~|~HCON(..,198.82034,10.1016/j.cej.2024.158667
CCL4,CF3~|~CF2~|~CF,102.0333,10.1016/j.cej.2024.158667
CCL4,COO,514.4004,10.1016/j.cej.2024.158667
CCL4,SIH3~|~SIH2~|~SIH~|~SI,-298.55017,10.1016/j.cej.2024.158667
CCL4,SIH2O~|~SIHO~|~SIO,57.225685,10.1016/j.cej.2024.158667
CCL4,NMP,118.332825,10.1016/j.cej.2024.158667
CCL4,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-7.4448357,10.1016/j.cej.2024.158667
CCL4,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,645.3524,10.1016/j.cej.2024.158667
CCL4,C2H5O2~|~C2H4O2,250.18124,10.1016/j.cej.2024.158667
CCL4,CH3S~|~CH2S~|~CHS,87.346535,10.1016/j.cej.2024.158667
CCL4,MORPH,28.774073,10.1016/j.cej.2024.158667
CCL4,C4H4S~|~C4H3S~|~C4H2S,63.807606,10.1016/j.cej.2024.158667
CCL4,NCO,365.09265,10.1016/j.cej.2024.158667
CCL4,CH2SuCH2~|~CH2SuCH,579.17426,10.1016/j.cej.2024.158667
CCL4,IMIDAZOL,258.1357,10.1016/j.cej.2024.158667
CCL4,BTI,543.0832,10.1016/j.cej.2024.158667
ACCL,CH3~|~CH2~|~CH~|~C,-5.0153694,10.1016/j.cej.2024.158667
ACCL,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-25.997717,10.1016/j.cej.2024.158667
ACCL,ACH~|~AC,-29.030079,10.1016/j.cej.2024.158667
ACCL,ACCH3~|~ACCH2~|~ACCH,-26.2815,10.1016/j.cej.2024.158667
ACCL,OH,378.60065,10.1016/j.cej.2024.158667
ACCL,CH3OH,376.34067,10.1016/j.cej.2024.158667
