Clapeyron Database File
PCPSAFT Like Parameters; Esper et al. (2023) [csvtype = like]
species,Mw,segment,sigma,epsilon,dipole,n_a,n_b,source,type,bounds_violation
benzylcyanide~|~phenylacetonitrile~|~benzeneacetonitrile,117.058,3.36655,3.66981,337.56216,3.51,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"cis-2-heptene~|~2-heptene, (z)-",98.11,2.85867,3.99816,267.15696,0.0,0,0,,NONPOLAR,OK
"trans-2-heptene~|~2-heptene, (e)-",98.11,3.28487,3.81424,247.06565,0.0,0,0,,NONPOLAR,OK
3-heptene~|~trans-3-heptene,98.11,3.37267,3.78115,241.8643,0.0,0,0,,NONPOLAR,OK
phenylacetone,134.073,5.50912,3.21836,254.93848,0.0,1,0,,NONPOLAR,OK
4-phenyl-2-butanone,148.089,4.75545,3.53464,283.58379,0.0,1,0,,NONPOLAR,OK
ethylal~|~diethoxymethane,104.084,3.38498,3.63042,238.28813,1.22016,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"acetal~|~1,1-diethoxyethane",118.099,3.89986,3.61852,228.5141,1.38,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-nitrobutane,103.063,3.617,3.4261,264.38587,3.59,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-nitropentane,117.079,3.73868,3.56612,284.29554,0.0,2,0,,NONPOLAR,OK
3-hexyne,82.078,3.44431,3.48564,233.64361,0.0,0,0,,NONPOLAR,OK
"trichloroacetaldehyde~|~2,2,2-trichloroacetaldehyde",145.909,3.4748,3.31851,245.55778,1.96,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
carbon dioxide,43.99,2.53096,2.57855,153.31864,0.0,2,0,,NONPOLAR,OK
methane,16.031,1.0,3.70051,150.07147,0.0,0,0,,NONPOLAR,m: lower
oxygen,31.99,1.14702,3.17933,113.62724,0.0,2,0,,NONPOLAR,OK
ethene~|~ethylene~|~1-ethylene,28.031,1.59196,3.40769,177.32571,0.0,0,0,,NONPOLAR,OK
ethane,30.047,1.60689,3.51681,191.45389,0.0,0,0,,NONPOLAR,OK
propene~|~propylene,42.047,1.95306,3.53847,207.73187,0.0,0,0,,NONPOLAR,OK
nitrogen,28.006,1.23831,3.30009,89.41358,0.0,2,0,,NONPOLAR,OK
carbon monoxide,27.995,1.32286,3.24532,91.17087,0.0,0,0,,NONPOLAR,OK
argon,39.962,1.0,3.37751,117.80903,0.0,0,0,,NONPOLAR,m: lower
cl2~|~chlorine,69.938,1.42512,3.46815,278.31499,0.0,1,1,,ASSOCIATIVE,OK
krypton,83.912,1.0,3.60769,164.02057,0.0,0,0,,NONPOLAR,m: lower
nitrous oxide~|~dinitrogen monoxide,44.001,2.14378,2.76991,168.52257,0.0,1,0,,NONPOLAR,OK
xenon,131.904,1.0,3.92664,227.69922,0.0,0,0,,NONPOLAR,m: lower
ethine~|~ethyne~|~acetylene,26.016,2.22087,2.87502,166.03384,0.0,0,0,,NONPOLAR,OK
hydrogen sulfide,33.988,1.63175,3.06168,227.15574,0.97,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
triethoxyphosphine~|~triethyl ester phosphorous acid,166.076,4.73721,3.64024,234.14407,1.8,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"r143a~|~1,1,1-trifluoroethane",84.019,2.47417,3.28921,161.9028,2.32,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
r23~|~fluoroform~|~trifluoromethane,70.003,2.56037,2.85953,141.05474,1.65,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
benzyl benzoate~|~benzoicacidphenylmethylester,212.084,5.48446,3.68053,306.57237,2.44,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"methyldioxolane~|~2-methyl-1,3-dioxolane",88.052,3.69001,3.15282,230.33569,1.21,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,7-octadiene",110.11,3.70129,3.77256,242.86889,0.0,0,0,,NONPOLAR,OK
"2,2,2-trifluoroethanol",100.014,4.11855,2.82674,193.36685,0.0,1,1,,ASSOCIATIVE,OK
3-heptanone,114.104,4.23877,3.53006,244.01148,2.81,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
(z)-3-hexene~|~cis-3-hexene,84.094,2.73418,3.87195,251.93898,0.0,0,0,,NONPOLAR,OK
cis-3-heptene,98.11,3.34582,3.7832,243.01149,0.0,0,0,,NONPOLAR,OK
"2,2-dimethylpentane",100.125,2.98758,3.98975,244.73503,0.0,0,0,,NONPOLAR,OK
"1,1-dichloroethene~|~1,1-dichloroethylene",95.953,2.0387,3.67649,275.86193,1.34,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
4-methylheptane,114.141,3.62643,3.88212,244.25758,0.0,0,0,,NONPOLAR,OK
1-chlorododecane,204.164,5.54101,3.89905,268.55753,0.0,0,0,,NONPOLAR,OK
1-chlorohexadecane,260.227,12.20003,3.21902,210.28436,0.0,0,0,,NONPOLAR,OK
1-bromododecane,248.114,7.92864,3.45267,232.7916,1.86,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"tert-butylacetate~|~1,1-dimethylethyl ethanoate",116.084,3.83482,3.55787,227.38386,1.92,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"3,5-dimethylpyridine",107.073,3.147,3.69438,308.94165,2.6,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,3-dioxane",88.052,2.54632,3.57448,299.98979,2.06,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"butyl benzoate~|~n-butyl benzoate~|~benzoicacidbutylester~|~benzoic acid, butyl ester",178.099,4.94338,3.69356,282.43251,1.81,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"trans-1,4-dimethylcyclohexane",112.125,2.78307,4.13972,285.82244,0.0,0,0,,NONPOLAR,OK
di-tert-butyl ether,130.136,3.58624,3.95209,237.30769,1.21,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
diisopentyl ether~|~di-(3-methylbutyl) ether,158.167,4.56289,3.92369,244.17154,0.0,1,0,,NONPOLAR,OK
"trioctylamine~|~tri-n-octylamine~|~n,n-dioctyl-1-octanamine",353.402,9.70525,3.98243,247.57669,0.0,1,0,,NONPOLAR,OK
"bicyclohexyl~|~1,1'-bicyclohexyl",166.172,3.77434,4.13231,313.68814,0.0,0,0,,NONPOLAR,OK
"2,2,4,4,6,8,8-heptamethylnonane",226.266,5.44878,4.19257,255.98331,0.0,0,0,,NONPOLAR,OK
"1,2-difluorobenzene",114.028,2.88704,3.56184,263.65695,2.51,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,3-difluorobenzene",114.028,3.08309,3.47672,251.55524,1.58,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,4-difluorobenzene",114.028,2.96517,3.5154,263.29915,0.0,0,0,,NONPOLAR,OK
"1,2,3,4-tetrafluorobenzene",150.009,3.29631,3.48002,250.61995,0.0,0,0,,NONPOLAR,OK
pentafluorobenzene,168.0,3.58314,3.41414,232.75197,0.0,0,0,,NONPOLAR,OK
"1,3-cyclohexadiene",80.063,2.42601,3.74483,288.24559,0.0,0,0,,NONPOLAR,OK
octadecane~|~n-octadecane,254.297,7.77756,3.88349,248.90088,0.0,0,0,,NONPOLAR,OK
chloropentafluorobenzene,201.961,3.75124,3.54168,245.77185,0.0,0,0,,NONPOLAR,OK
"1,4-dichlorobutane",126.0,2.85528,3.77798,315.50637,2.22,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,5-dichloropentane~|~1,5-dichloro-pentane",140.016,3.91414,3.55572,280.84797,2.36,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,6-dichlorohexane",154.032,4.15638,3.64191,285.34306,0.0,0,0,,NONPOLAR,OK
n-methylpropanamide,87.068,1.57302,4.46282,550.0,0.0,1,1,,ASSOCIATIVE,"epsilon_k: higher, kappa_ab: lower, epsilon_k_ab: lower"
n-ethylacetamide,87.068,1.579,4.5,475.98222,0.0,1,1,,ASSOCIATIVE,sigma: higher
"n,n-dimethyl propanoic acid amide",101.084,4.15632,3.30827,273.01954,0.0,1,0,,NONPOLAR,OK
"1,3-butanediol",90.068,3.16848,3.48257,278.45358,0.0,2,2,,ASSOCIATIVE,OK
bromocyclohexane,162.004,2.67499,3.9921,335.82106,0.0,0,0,,NONPOLAR,OK
valeronitrile~|~pentanenitrile,83.073,3.06141,3.60744,268.05876,4.12,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-octanamine~|~n-octylamine,129.152,3.77186,3.9426,274.90676,0.0,1,1,,ASSOCIATIVE,OK
1-decanamine~|~n-decylamine,157.183,3.6327,4.28387,298.56771,0.0,1,1,,ASSOCIATIVE,OK
2-thiapropane~|~dimethylsulfide,62.019,2.26319,3.45771,265.28425,1.5,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
perdeuterobenzene,78.047,2.44213,3.55753,290.5826,0.0,0,0,,NONPOLAR,OK
1-tridecanol~|~n-tridecanol,200.214,5.72325,3.95845,268.69115,0.0,1,1,,ASSOCIATIVE,OK
"2,6-dimethyloctane",142.172,4.25771,3.93753,246.48391,0.0,0,0,,NONPOLAR,OK
r32~|~difluoromethane,52.012,2.45035,2.80959,162.36264,1.978,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
r30b1~|~ch2clbr~|~bromochloromethane,127.903,2.22599,3.41073,297.84331,1.66,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-pyrrolidon~|~2-pyrrolidone~|~2-pyrrolidinone,85.053,3.84421,3.07804,310.44804,0.0,1,1,,ASSOCIATIVE,kappa_ab: higher
"2,4-toluene diisocyanate",174.043,4.67476,3.51365,296.56618,2.52,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
p-toluidine~|~4-methylaniline~|~p-methylaniline,107.073,3.69978,3.56102,304.56551,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
triethoxymethane~|~triethylorthoformate~|~ethyl orthomethanoate,148.11,4.77164,3.57337,229.34675,1.7,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-iodopentane,197.991,3.58322,3.6715,275.06121,0.0,0,0,,NONPOLAR,OK
"2,3-dichloro-1-propanol",127.98,1.57007,4.5,446.70373,0.0,1,1,,ASSOCIATIVE,sigma: higher
"diethylmalonate~|~diethyl 1,3-propanedioate",160.074,5.37219,3.37677,246.44507,2.54,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethylsuccinate~|~diethyl succinate~|~diethyl butanedioate,174.089,5.73177,3.42322,247.11955,2.27842,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dimethyl glutarate~|~dimethyl pentanedioate,160.074,5.65796,3.28952,248.24325,2.36,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
diethyl glutarate,188.105,5.94805,3.49247,251.72235,0.0,4,0,,NONPOLAR,OK
1-chloronaphthalene,162.024,3.45738,3.85248,353.49793,1.33,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dimethylnitrosamine~|~n-nitrosodimethylamine,74.048,3.22747,3.17249,264.44065,3.98,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
r11~|~cfcl3~|~trichlorofluoromethane,135.905,2.2745,3.68634,249.68309,0.0,0,0,,NONPOLAR,OK
diethylmaleate,172.074,6.06371,3.36365,242.80051,2.56,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dicyclohexylamine~|~cyclohexylcyclohexaneamine~|~n-cyclohexylcyclohexanamine~|~n-cyclohexylcyclohexaneamine,181.183,4.24675,4.0479,305.06556,0.0,1,1,,ASSOCIATIVE,"kappa_ab: lower, epsilon_k_ab: lower"
1-bromohexane,164.02,3.78552,3.68502,266.43784,0.0,0,0,,NONPOLAR,OK
"3,4-dimethylhexane",114.141,3.37726,3.95478,254.10125,0.0,0,0,,NONPOLAR,OK
"2,5-xylenol~|~2,5-dimethylphenol",122.073,2.21715,4.16263,218.51135,0.0,1,1,,ASSOCIATIVE,OK
"3,4-xylenol~|~3,4-dimethylphenol",122.073,1.93625,4.5,346.22103,0.0,1,1,,ASSOCIATIVE,sigma: higher
"m-dichlorobenzene~|~1,3-dichlorobenzene",145.969,2.88742,3.81761,328.28758,1.72,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
tetraethoxysilane,208.113,5.87157,3.68177,212.81468,1.7,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"p-terphenyl~|~1,1'-4',1''-terphenyl",230.11,5.79208,3.75448,329.83425,0.0,0,0,,NONPOLAR,OK
isobutylbenzene~|~2-methylpropyl benzene~|~(2-methylpropyl)benzene,134.11,3.47499,3.96166,288.24615,0.0,0,0,,NONPOLAR,OK
o-tert-butylphenol~|~2-tert-butylphenol~|~2-tert-butyl-1-hydroxybenzene,150.104,4.35704,3.67828,287.54796,0.0,1,1,,ASSOCIATIVE,OK
2-butyne~|~dimethylacetylene,54.047,2.44696,3.42159,246.06782,0.0,0,0,,NONPOLAR,OK
r116~|~perfluoroethane~|~hexafluoroethane,137.99,2.81452,3.31739,140.26853,0.0,0,0,,NONPOLAR,OK
formylmorpholine~|~n-formylmorpholine,115.063,3.60347,3.42605,336.6143,2.95,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
r125~|~pentafluoroethane,120.0,3.07064,3.13545,154.7744,1.54,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
benzoyl chloride,140.003,3.27367,3.68617,315.31815,3.33,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
bis-(2-ethylhexyl)-sebacate,426.371,11.85073,3.81642,245.22057,0.0,4,0,,NONPOLAR,OK
phthalic acid dioctyl ester,390.277,11.75906,3.60576,242.47041,0.0,4,0,,NONPOLAR,OK
"alpha-terpinene~|~.alpha.-terpinene~|~1-methyl-4-(1-methylethyl)-1,3-cyclohexadiene",136.125,3.39792,4.0343,292.90539,0.0,0,0,,NONPOLAR,OK
acetol~|~1-hydroxy-2-propanone,74.037,1.0,4.33019,138.52389,0.0,2,1,,ASSOCIATIVE,m: lower
r12b1~|~bromochlorodifluoromethane,163.884,2.20487,3.63702,229.87484,0.0,0,0,,NONPOLAR,OK
2-methylheptane,114.141,3.67088,3.88394,242.29289,0.0,0,0,,NONPOLAR,OK
"3,3-dimethylpentane",100.125,2.83955,4.04878,257.23007,0.0,0,0,,NONPOLAR,OK
octacosane~|~n-octacosane,394.454,11.85246,3.88288,248.46039,0.0,0,0,,NONPOLAR,OK
isobutyronitrile~|~2-methylpropanenitrile,69.058,2.86622,3.4857,233.12537,4.29,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"dimethyl adipate~|~dimethyl 1,6-hexanedioate",174.089,6.13667,3.32456,247.1628,0.0,4,0,,NONPOLAR,OK
pentylamine~|~n-pentylamine~|~1-pentanamine~|~1-aminopentane~|~1-pentylamine,87.105,3.24364,3.64534,237.87493,0.0,1,1,,ASSOCIATIVE,OK
perdeuteroacetic acid,60.021,3.99328,2.59306,182.30859,0.0,2,1,,ASSOCIATIVE,kappa_ab: higher
"4-thiaheptane~|~dipropyl sulfide~|~di-n-propyl sulfide~|~1,1'-thiobispropane",118.082,4.10318,3.57885,247.17224,1.6,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
5-thianonane~|~dibutylsulfide~|~di-n-butylsulfide,146.113,3.53849,4.08612,293.65259,1.6,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"2,3-dithiabutane~|~dimethyldisulfide",93.991,2.51276,3.63388,305.80846,1.98,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"diethyldisulfide~|~3,4-dithiahexane",122.022,3.20244,3.75113,292.98055,1.96,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"diisopropyl disulfide~|~2,5-dimethyl-3,4-dithiahexane",150.054,3.86522,3.83194,274.69812,0.0,2,0,,NONPOLAR,OK
ethylaniline~|~n-ethylaniline~|~n-ethylaminobenzene,121.089,4.02668,3.53371,292.38472,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
benzylamine~|~alpha-aminotoluene,107.073,1.79989,4.5,418.10833,0.0,1,1,,ASSOCIATIVE,sigma: higher
2-phenylethylamine~|~1-amino-2-phenyl-ethane,121.089,4.16377,3.49019,274.53673,0.0,1,1,,ASSOCIATIVE,kappa_ab: higher
"3,6-dioxaoctane~|~1,2-diethoxyethane",118.099,4.67255,3.38567,219.21063,1.07026,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
hexamethylphosphoric acid triamide,179.119,4.95837,3.66702,259.0816,5.54,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-chloropentane,106.055,3.10434,3.72056,262.99476,2.16,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
c24~|~tetracosane~|~n-tetracosane,338.391,9.99477,3.91337,251.29758,0.0,0,0,,NONPOLAR,OK
5-methyl-2-hexanone,114.104,3.95598,3.60384,253.74655,0.0,1,0,,NONPOLAR,OK
"2,2-dimethylhexane",114.141,3.38678,3.98505,245.3169,0.0,0,0,,NONPOLAR,OK
"2,5-dimethylhexane",114.141,3.55926,3.92102,240.5764,0.0,0,0,,NONPOLAR,OK
"tetraethylene glycol~|~3,6,9-trioxa-1,11-undecanediol~|~2,2'-oxybis(2,1-ethanediyloxy)bisethanol",194.115,7.80456,2.94878,101.98846,0.0,5,2,,ASSOCIATIVE,OK
"pivalic acid~|~2,2-dimethylpropanoic acid~|~2,2-dimethyl-propanoic acid",102.068,5.93129,2.92747,222.2911,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
sulfur hexafluoride,145.962,2.50486,3.31977,160.81886,0.0,0,0,,NONPOLAR,OK
p-chloronitrobenzene~|~4-chloronitrobenzene~|~1-chloro-4-nitrobenzene,156.993,3.31906,3.68458,349.13793,2.83,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
m-chloronitrobenzene~|~3-chloronitrobenzene~|~1-chloro-3-nitrobenzene,156.993,3.34881,3.67014,337.47744,3.73,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
o-chloronitrobenzene~|~2-chloronitrobenzene~|~1-chloro-2-nitrobenzene,156.993,3.34597,3.68362,331.32289,4.64,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
sulfur dioxide,63.962,2.69291,2.73194,203.03892,1.63,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-undecanone,170.167,5.46936,3.73088,256.85187,0.0,1,0,,NONPOLAR,OK
ethyl phosphate~|~triethyl phosphate,182.071,5.70786,3.43785,243.78147,3.09,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
triisobutyl phosphate,266.165,5.9554,4.00632,261.3928,0.0,4,0,,NONPOLAR,OK
trimethyl phosphate,140.024,3.96389,3.43838,285.01204,3.09,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
tripropyl phosphate,224.118,6.7403,3.55766,242.776,0.0,4,0,,NONPOLAR,OK
3-amino-1-propanol,75.068,2.75491,3.21909,79.86866,0.0,2,2,,ASSOCIATIVE,OK
2-chlorothiophene,117.964,2.10544,3.93294,360.09788,0.0,1,0,,NONPOLAR,OK
"2,5-dichlorothiophene",151.925,2.20194,4.08138,376.82437,0.0,1,0,,NONPOLAR,OK
2-ethyl-1-butanol,102.104,1.97846,4.5,359.77403,0.0,1,1,,ASSOCIATIVE,sigma: higher
3-methylcyclohexanone~|~dl-3-methylcyclohexanone,112.089,3.19979,3.75821,305.98719,0.0,1,0,,NONPOLAR,OK
4-methylcyclohexanone,112.089,3.06707,3.82077,313.80941,0.0,1,0,,NONPOLAR,OK
cycloheptanone,112.089,3.0363,3.7919,324.72609,0.0,1,0,,NONPOLAR,OK
cyclooctanone,126.104,2.90475,4.02348,345.98015,0.0,1,0,,NONPOLAR,OK
ethoxy-ethene~|~ethyl vinyl ether,72.058,2.73707,3.51065,232.75307,0.98,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-nonanone,142.136,4.71246,3.69989,256.06192,2.55,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"2,2-dimethylpropionitrile~|~2,2-dimethylpropanenitrile",83.073,2.98099,3.65941,245.50033,3.95,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
pyrrole,67.042,3.16806,3.1028,290.63755,1.84,0,1,10.1021/acs.iecr.3c02255,DIPOLAR,OK
hexachlorodisiloxane,281.762,4.49898,3.73967,227.29342,0.0,1,0,,NONPOLAR,OK
ethyl-dichloro-silane,127.962,2.58638,3.89478,268.41885,0.0,0,0,,NONPOLAR,OK
dimethylchlorosilane,94.001,2.2686,3.91545,254.88857,1.28,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"1,1-dimethylcyclopentane",98.11,2.86006,3.90156,260.39951,0.0,0,0,,NONPOLAR,OK
octanenitrile,125.12,4.07552,3.74611,286.94506,0.0,1,0,,NONPOLAR,OK
butylvinylether~|~1-(ethenyloxy)butane,100.089,3.4919,3.62248,238.02017,1.25,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-phenyl-2-propanol~|~a-methylbenzeneethanol,136.089,4.22894,3.59632,290.903,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
"1,1-diphenylethane",182.11,5.86418,3.52086,270.01686,0.0,0,0,,NONPOLAR,OK
hydrogen iodide,127.912,1.35868,3.54034,285.758,0.0,0,0,,NONPOLAR,OK
iodobenzene,203.944,2.74283,3.87096,350.99533,1.7,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-bromooctane,192.051,4.61552,3.71917,263.54047,0.0,0,0,,NONPOLAR,OK
1-iodooctane,240.037,3.01899,4.40414,345.15229,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylhexane",114.141,3.43277,3.94351,250.15718,0.0,0,0,,NONPOLAR,OK
r218~|~perfluoropropane~|~octafluoropropane,187.987,3.32385,3.43936,153.90597,0.0,0,0,,NONPOLAR,OK
tetrafluoroethene~|~tetrafluoroethylene,99.994,2.72021,3.08073,148.86756,0.0,0,0,,NONPOLAR,OK
p-anisaldehyde~|~4-methoxybenzaldehyde,136.052,4.06533,3.49039,321.95773,0.0,2,0,,NONPOLAR,OK
p-methylpropylbenzene~|~1-methyl-4-propylbenzene~|~1-methyl-4-n-propylbenzene,134.11,3.71196,3.87316,285.65038,0.0,0,0,,NONPOLAR,OK
nitrosyl chloride,64.967,2.17312,3.03043,228.82851,1.8,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"chlorotrifluoroethylene~|~1-chloro-1,2,2-trifluroethene",115.964,2.55275,3.37703,191.75837,0.0,0,0,,NONPOLAR,OK
nitric oxide~|~nitrogen oxide~|~nitrogen oxide (no),29.998,4.12115,1.9,77.07314,0.0,1,0,,NONPOLAR,sigma: lower
"hexafluoroacetone~|~perfluoro-2-propanone~|~1,1,1,3,3,3-hexafluoro-2-propanone",165.985,3.75359,3.21514,151.93805,0.0,1,0,,NONPOLAR,OK
carbonyl sulfide,59.967,1.68894,3.40406,229.75012,0.712,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
benzenepropanol~|~3-phenyl-1-propanol,136.089,4.50376,3.52814,292.94532,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
sec-butylacetate~|~1-methylpropyl ethanoate,116.084,4.16414,3.46392,226.81852,1.86,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
phenylacetate~|~phenyl ethanoate~|~acetic acid phenyl ester,136.052,4.26697,3.45013,279.33368,1.72,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
ethyl chloroformate~|~ethyl chloromethanoate,107.998,3.07101,3.44727,254.37154,2.56,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-chloro-2-propanol,94.019,1.9525,3.98147,361.77237,0.0,1,1,,ASSOCIATIVE,OK
ethylchloroacetate~|~ethyl chloroethanoate~|~chloroacetic acid ethyl ester,122.013,3.81691,3.3492,260.93517,2.64,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
cyclodecane,140.157,3.26094,4.12988,318.26232,0.0,0,0,,NONPOLAR,OK
3-fluorotoluene~|~1-fluoro-3-methylbenzene,110.053,2.93306,3.69794,280.66481,1.86,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
4-fluorotoluene~|~1-fluoro-4-methylbenzene,110.053,2.9496,3.6922,279.87774,2.0,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-bromotoluene,169.973,3.25433,3.71536,312.95337,0.0,0,0,,NONPOLAR,OK
p-bromotoluene~|~4-bromotoluene~|~1-bromo-4-methylbenzene,169.973,3.50937,3.63632,300.53113,1.9,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
2-ethoxyethyl acetate~|~2-ethoxyethanolacetate~|~2-ethoxyethyl ethanoate~|~ethylene glycol monoethyl ether acetate,132.079,5.03484,3.30378,231.75439,2.25,3,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methylethanolamine~|~n-methylethanolamine~|~2-(methylamino)ethanol~|~2-(methylamino)-ethanol,75.068,3.99492,3.05032,235.72352,0.0,2,2,,ASSOCIATIVE,OK
1-tetradecene,196.219,5.93901,3.89298,252.10922,0.0,0,0,,NONPOLAR,OK
undecanoic acid~|~n-undecanoic acid,186.162,5.67792,3.74657,261.49708,0.0,1,1,,ASSOCIATIVE,OK
"o-dibromobenzene~|~1,2-dibromobenzene",233.868,3.41557,3.66801,334.09398,0.0,0,0,,NONPOLAR,OK
"m-dibromobenzene~|~1,3-dibromobenzene",233.868,2.97212,3.86812,358.63284,1.47,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
6-methylquinoline,143.073,3.87924,3.68119,332.92203,0.0,1,0,,NONPOLAR,OK
etbe~|~tert-butyl ethyl ether~|~ethyl tert-butyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane,102.104,3.44898,3.70437,223.19069,1.22,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
p-fluorobromobenzene~|~1-bromo-4-fluorobenzene,173.948,2.89793,3.7332,314.58899,0.0,0,0,,NONPOLAR,OK
r161~|~fluoroethane~|~ethyl fluoride,48.038,2.19738,3.23073,191.00084,1.94,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dimethylene glycol dimethyl ether,106.063,3.40202,3.48091,252.9819,0.0,3,0,,NONPOLAR,OK
"r142b~|~1-chloro-1,1-difluoroethane",99.989,2.4678,3.4692,201.39327,2.14,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dodecylamine~|~1-dodecanamine~|~n-dodecylamine,185.214,5.10023,3.96178,214.70157,0.0,1,1,,ASSOCIATIVE,OK
methylhydrazine,46.053,3.78991,2.62933,241.97325,0.0,2,2,,ASSOCIATIVE,"kappa_ab: lower, epsilon_k_ab: lower"
dinitrogen tetroxide,91.986,7.5424,2.08934,138.43415,0.0,4,0,,NONPOLAR,OK
nitrogen trifluoride,70.998,1.80616,3.17207,138.36014,0.0,1,0,,NONPOLAR,OK
dibenzylether,198.104,6.10509,3.54342,278.94912,1.39,1,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
dibutyl carbonate,174.126,5.66524,3.55425,239.76774,0.0,3,0,,NONPOLAR,OK
"tri-n-butyl borate~|~boric acid,tri-n-butylester",230.205,6.08643,3.91923,240.30495,0.0,3,0,,NONPOLAR,OK
propyl silicate,264.176,7.16233,3.80407,218.61918,0.0,4,0,,NONPOLAR,OK
